"game_id","ref1","ref2","ref3","ref4","ref5","ref6","ref7"
"401671796",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671796",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671489",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671489",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671697",Dino Paganelli,Dyrol Prioleau,Jeff Seeman,Carl Paganelli,Boris Cheek,Shawn Smith,Alex Moore
"401671697",Dino Paganelli,Dyrol Prioleau,Jeff Seeman,Carl Paganelli,Boris Cheek,Shawn Smith,Alex Moore
"401671810",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671810",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671803",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Terry Killens Jr.,Patrick Holt,Jason Ledet
"401671803",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Terry Killens Jr.,Patrick Holt,Jason Ledet
"401671873",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671873",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671863",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671863",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671637",Rick Patterson,Sarah Thomas,Brad Allen,Chad Hill,Duane Heydt,Walter Flowers,Tyree Walton
"401671637",Rick Patterson,Sarah Thomas,Brad Allen,Chad Hill,Duane Heydt,Walter Flowers,Tyree Walton
"401671733",Carl Cheffers,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671733",Carl Cheffers,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671742","","","","","","",""
"401671742","","","","","","",""
"401671641",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671641",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671708",Trawick Boger,Adrian Hill,Greg Steed,Roy Ellison,Greg Bradley,Clay Reynard,David Oliver
"401671708",Trawick Boger,Adrian Hill,Greg Steed,Roy Ellison,Greg Bradley,Clay Reynard,David Oliver
"401671751",Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears,Brett Bergman
"401671751",Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears,Brett Bergman
"401671676",Rusty Baynes,Sean Petty,Scott Helverson,Alex Kemp,Mike Morton,Lo van Pham,Robert Richeson
"401671676",Rusty Baynes,Sean Petty,Scott Helverson,Alex Kemp,Mike Morton,Lo van Pham,Robert Richeson
"401671678",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671678",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671787",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Aaron Santi,Tripp Sutter,Dale Keller,Scott Walker
"401671787",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Aaron Santi,Tripp Sutter,Dale Keller,Scott Walker
"401671693",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671693",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671815",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671815",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671804",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671804",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671872",Carl Paganelli,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Thomas Eaton,Tra Blake
"401671872",Carl Paganelli,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Thomas Eaton,Tra Blake
"401671626",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Jabir Walker,Aaron Santi,Tripp Sutter,Dale Keller
"401671626",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Jabir Walker,Aaron Santi,Tripp Sutter,Dale Keller
"401671700",Trawick Boger,Adrian Hill,Greg Steed,Roy Ellison,Greg Bradley,Clay Reynard,David Oliver
"401671700",Trawick Boger,Adrian Hill,Greg Steed,Roy Ellison,Greg Bradley,Clay Reynard,David Oliver
"401671718","","","","","","",""
"401671718","","","","","","",""
"401671633",Carl Cheffers,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671633",Carl Cheffers,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671859",James Coleman,Greg Wilson,Clay Martin,Jerod Phillips,Alonzo Ramsey III,James Carter II,Brian Perry
"401671859",James Coleman,Greg Wilson,Clay Martin,Jerod Phillips,Alonzo Ramsey III,James Carter II,Brian Perry
"401671747",Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears,Brett Bergman
"401671747",Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears,Brett Bergman
"401671756",Steve Freeman,Tom Stephan,Paul King,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671756",Steve Freeman,Tom Stephan,Paul King,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671679",Rick Patterson,Sarah Thomas,Brad Allen,Chad Hill,Duane Heydt,Walter Flowers,Tyree Walton
"401671679",Rick Patterson,Sarah Thomas,Brad Allen,Chad Hill,Duane Heydt,Walter Flowers,Tyree Walton
"401671680","","","","","","",""
"401671680","","","","","","",""
"401671784",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Terry Killens Jr.,Patrick Holt,Jason Ledet
"401671784",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Terry Killens Jr.,Patrick Holt,Jason Ledet
"401671687",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671687",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671812",Greg Wilson,Jim Quirk,Clay Martin,Jerod Phillips,Alonzo Ramsey III,James Carter II,Brian Perry
"401671812",Greg Wilson,Jim Quirk,Clay Martin,Jerod Phillips,Alonzo Ramsey III,James Carter II,Brian Perry
"401671727",Allen Baynes,Rusty Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards
"401671727",Allen Baynes,Rusty Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards
"401671871",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671871",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671643",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Jabir Walker,Aaron Santi,Tripp Sutter,Dale Keller
"401671643",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Jabir Walker,Aaron Santi,Tripp Sutter,Dale Keller
"401671867",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671867",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671622",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671622",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671740",Carl Cheffers,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671740",Carl Cheffers,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671745",Trawick Boger,Adrian Hill,Greg Steed,Roy Ellison,Greg Bradley,Clay Reynard,David Oliver
"401671745",Trawick Boger,Adrian Hill,Greg Steed,Roy Ellison,Greg Bradley,Clay Reynard,David Oliver
"401671857",Bruce Stritesky,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Daniel Gallagher,Tra Blake
"401671857",Bruce Stritesky,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Daniel Gallagher,Tra Blake
"401671755",Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears,Brett Bergman
"401671755",Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears,Brett Bergman
"401671758",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671758",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671672",Rick Patterson,Sarah Thomas,Brad Allen,Chad Hill,Duane Heydt,Walter Flowers,Tyree Walton
"401671672",Rick Patterson,Sarah Thomas,Brad Allen,Chad Hill,Duane Heydt,Walter Flowers,Tyree Walton
"401671674",Dyrol Prioleau,Jeff Seeman,Carl Paganelli,Boris Cheek,Shawn Smith,Alex Moore,Jay Bilbo
"401671674",Dyrol Prioleau,Jeff Seeman,Carl Paganelli,Boris Cheek,Shawn Smith,Alex Moore,Jay Bilbo
"401671783",Derick Bowers,Greg Meyer,Tab Slaughter,Dale Shaw,John Jenkins,Alan Eck,Derek Anderson
"401671783",Derick Bowers,Greg Meyer,Tab Slaughter,Dale Shaw,John Jenkins,Alan Eck,Derek Anderson
"401671683",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671683",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671491",Allen Baynes,Sean Petty,Scott Helverson,Alex Kemp,Mike Morton,Lo van Pham,Robert Richeson
"401671491",Allen Baynes,Sean Petty,Scott Helverson,Alex Kemp,Mike Morton,Lo van Pham,Robert Richeson
"401671492",Barry Anderson,Derick Bowers,Greg Meyer,Tab Slaughter,Dale Shaw,John Jenkins,Alan Eck
"401671492",Barry Anderson,Derick Bowers,Greg Meyer,Tab Slaughter,Dale Shaw,John Jenkins,Alan Eck
"401671779",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671779",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671798",Terrence Miles,Boris Cheek,Greg Bradley,Eugene Hall,Shawn Smith,Terry Killens Jr.,Patrick Holt
"401671798",Terrence Miles,Boris Cheek,Greg Bradley,Eugene Hall,Shawn Smith,Terry Killens Jr.,Patrick Holt
"401671806",Greg Wilson,Clay Martin,Jerod Phillips,Dave Hawkshaw,Alonzo Ramsey III,James Carter II,Brian Perry
"401671806",Greg Wilson,Clay Martin,Jerod Phillips,Dave Hawkshaw,Alonzo Ramsey III,James Carter II,Brian Perry
"401671649",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671649",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671627",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Alex Moore,Jay Bilbo,Jason Ledet
"401671627",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Alex Moore,Jay Bilbo,Jason Ledet
"401671726",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Aaron Santi,Tripp Sutter,Dale Keller,Scott Walker
"401671726",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Aaron Santi,Tripp Sutter,Dale Keller,Scott Walker
"401671620",Trawick Boger,Adrian Hill,Jeff Seeman,Greg Steed,Roy Ellison,Clay Reynard,David Oliver
"401671620",Trawick Boger,Adrian Hill,Jeff Seeman,Greg Steed,Roy Ellison,Clay Reynard,David Oliver
"401671703",Carl Cheffers,Dyrol Prioleau,Martin Hankins,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671703",Carl Cheffers,Dyrol Prioleau,Martin Hankins,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671743",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671743",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671705",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Daniel Gallagher
"401671705",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Daniel Gallagher
"401671753",Rick Patterson,Sarah Thomas,Brad Allen,Chad Hill,Duane Heydt,Walter Flowers,Tyree Walton
"401671753",Rick Patterson,Sarah Thomas,Brad Allen,Chad Hill,Duane Heydt,Walter Flowers,Tyree Walton
"401671752",Carl Paganelli,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Thomas Eaton,Tra Blake
"401671752",Carl Paganelli,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Thomas Eaton,Tra Blake
"401671666",Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears,Brett Bergman
"401671666",Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears,Brett Bergman
"401671781",Rusty Baynes,Sean Petty,Scott Helverson,Alex Kemp,Mike Morton,Lo van Pham,Robert Richeson
"401671781",Rusty Baynes,Sean Petty,Scott Helverson,Alex Kemp,Mike Morton,Lo van Pham,Robert Richeson
"401671686",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671686",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671816",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671816",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671801",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671801",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671730",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Jabir Walker,Aaron Santi,Tripp Sutter,Dale Keller
"401671730",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Jabir Walker,Aaron Santi,Tripp Sutter,Dale Keller
"401671616",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671616",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671853",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671853",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671644",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671644",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671864","","","","","","",""
"401671864","","","","","","",""
"401671724","","","","","","",""
"401671724","","","","","","",""
"401671710",Carl Paganelli,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Thomas Eaton,Tra Blake
"401671710",Carl Paganelli,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Thomas Eaton,Tra Blake
"401671663",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Terry Killens Jr.,Patrick Holt,Jason Ledet
"401671663",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Terry Killens Jr.,Patrick Holt,Jason Ledet
"401671640",Carl Cheffers,Bruce Stritesky,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Daniel Gallagher
"401671640",Carl Cheffers,Bruce Stritesky,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Daniel Gallagher
"401671777",Derick Bowers,Greg Meyer,Tab Slaughter,Dale Shaw,John Jenkins,Alan Eck,Derek Anderson
"401671777",Derick Bowers,Greg Meyer,Tab Slaughter,Dale Shaw,John Jenkins,Alan Eck,Derek Anderson
"401671785",Dyrol Prioleau,Jeff Seeman,Carl Paganelli,Boris Cheek,Shawn Smith,Alex Moore,Jay Bilbo
"401671785",Dyrol Prioleau,Jeff Seeman,Carl Paganelli,Boris Cheek,Shawn Smith,Alex Moore,Jay Bilbo
"401671695",Rusty Baynes,Sean Petty,Scott Helverson,Alex Kemp,Mike Morton,Lo van Pham,Robert Richeson
"401671695",Rusty Baynes,Sean Petty,Scott Helverson,Alex Kemp,Mike Morton,Lo van Pham,Robert Richeson
"401671699",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671699",Clete Blakeman,James Coleman,Dana McKenzie,Julian Mapp,Jonah Monroe,Scott Campbell,Karina Tovar
"401671789",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Terry Killens Jr.,Patrick Holt,Jason Ledet
"401671789",Tim Podraza,Jim Quirk,Shawn Hochuli,Jimmy Russell,Terry Killens Jr.,Patrick Holt,Jason Ledet
"401671805",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671805",Barry Anderson,Ronald Torbert,Keith Washington,Ryan Dickson,Tony Josselyn,Brian Bolinger,Frank LeBlanc
"401671744",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671744",Kent Payne,Greg Yette,Bryan Neale,Kevin Codey,Bradley Rogers,Anthony Jeffries,Joe Blubaugh
"401671617",Carl Paganelli,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Thomas Eaton,Tra Blake
"401671617",Carl Paganelli,Pat Turner,Mearl Robinson,Don Willard,Grantis Bell,Thomas Eaton,Tra Blake
"401671719",Dyrol Prioleau,Jeff Seeman,Carl Paganelli,Boris Cheek,Shawn Smith,Alex Moore,Jay Bilbo
"401671719",Dyrol Prioleau,Jeff Seeman,Carl Paganelli,Boris Cheek,Shawn Smith,Alex Moore,Jay Bilbo
"401671628",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671628",Tom Stephan,Paul King,Brad Freeman,Jabir Walker,Land Clark,Dominique Pender,Jeff Hutcheon
"401671861",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671861",Allen Baynes,John Hussey,Carl Johnson,Tony Michalek,Max Causey,Matt Edwards,Anthony Flemming
"401671849",Jeff Bergman,Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears
"401671849",Jeff Bergman,Frank Steratore,Craig Wrolstad,Rich Martinez,Steve Woods,Danny Short,Jeff Shears
"401671734",Derick Bowers,Greg Meyer,Tab Slaughter,Dale Shaw,John Jenkins,Alan Eck,Derek Anderson
"401671734",Derick Bowers,Greg Meyer,Tab Slaughter,Dale Shaw,John Jenkins,Alan Eck,Derek Anderson
"401671712","","","","","","",""
"401671712","","","","","","",""
"401671659",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671659",Terry Brown,Terrence Miles,David Meslow,Scott Novak,Mark Pellis,Mark Stewart,Brian Sakowski
"401671664","","","","","","",""
"401671664","","","","","","",""
"401671761","","","","","","",""
"401671761","","","","","","",""
"401671770",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Aaron Santi,Tripp Sutter,Dale Keller,Scott Walker
"401671770",Bill Vinovich,Jimmy Buchanan,Todd Prukop,Aaron Santi,Tripp Sutter,Dale Keller,Scott Walker
"401671792",Trawick Boger,Adrian Hill,Greg Steed,Roy Ellison,Greg Bradley,Clay Reynard,David Oliver
"401671792",Trawick Boger,Adrian Hill,Greg Steed,Roy Ellison,Greg Bradley,Clay Reynard,David Oliver
"401671696",Carl Cheffers,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
"401671696",Carl Cheffers,Martin Hankins,Eugene Hall,Mike Carr,Nathan Jones,Robin DeLorenzo,Brandon Cruse
